is_sarcastic,title,article_link,publishdate
1,Trump Mocks Biden Over Size Of Inauguration Crowd,https://www.burrardstreetjournal.com/trump-mocks-biden-inauguration-crowd/,2021-01-20T15:48:36+00:00
1,Donald Trump Jr. Tests Positive For Being A Dipshit,https://www.burrardstreetjournal.com/donald-trump-jr-tests-positive-for-being-a-dipshit/,2021-01-20T15:48:36+00:00
1,"Refusing To Concede, Kanye Demands Full Recount Of All 145 Million Votes",https://www.burrardstreetjournal.com/kanye-demands-recount/,2020-11-23T14:37:58+00:00
1,Trump Advised To Drink As Much Bleach As Possible,https://www.burrardstreetjournal.com/trump-advised-to-drink-as-much-bleach-as-possible/,2020-11-08T20:32:13+00:00
1,Alex Jones ‘Seriously Considering’ Presidential Run Given Current Field,https://www.burrardstreetjournal.com/alex-jones-running-for-president/,2020-10-01T22:14:06+00:00
1,Trump Mocks Biden Over Size Of Inauguration Crowd,https://www.burrardstreetjournal.com/trump-mocks-biden-inauguration-crowd/,2020-07-11T12:54:16+00:00
1,Donald Trump Jr. Tests Positive For Being A Dipshit,https://www.burrardstreetjournal.com/donald-trump-jr-tests-positive-for-being-a-dipshit/,2017-04-28T00:51:11+00:00
1,"Refusing To Concede, Kanye Demands Full Recount Of All 145 Million Votes",https://www.burrardstreetjournal.com/kanye-demands-recount/,2018-01-11T16:06:53+00:00
1,Trump Advised To Drink As Much Bleach As Possible,https://www.burrardstreetjournal.com/trump-advised-to-drink-as-much-bleach-as-possible/,2015-10-21T10:21:05+00:00
1,Alex Jones ‘Seriously Considering’ Presidential Run Given Current Field,https://www.burrardstreetjournal.com/alex-jones-running-for-president/,2016-09-17T12:07:04+00:00
1,Trump Mocks Biden Over Size Of Inauguration Crowd,https://www.burrardstreetjournal.com/trump-mocks-biden-inauguration-crowd/,2017-04-28T04:29:17+00:00
1,Donald Trump Jr. Tests Positive For Being A Dipshit,https://www.burrardstreetjournal.com/donald-trump-jr-tests-positive-for-being-a-dipshit/,2020-05-18T13:26:33+00:00
1,"Refusing To Concede, Kanye Demands Full Recount Of All 145 Million Votes",https://www.burrardstreetjournal.com/kanye-demands-recount/,2021-01-20T15:48:36+00:00
1,Trump Advised To Drink As Much Bleach As Possible,https://www.burrardstreetjournal.com/trump-advised-to-drink-as-much-bleach-as-possible/,2020-11-23T14:37:58+00:00
1,Alex Jones ‘Seriously Considering’ Presidential Run Given Current Field,https://www.burrardstreetjournal.com/alex-jones-running-for-president/,2020-11-08T20:32:13+00:00
1,Reality TV Star Somehow Doesn’t Become Leader Of Large North American Country,https://www.burrardstreetjournal.com/reality-tv-star-somehow-doesnt-become-leader-of-large-north-american-country/,2020-10-01T22:14:06+00:00
1,Mayor Robertson ‘Proud’ To Have Fulfilled Promise To End Housing Affordability And Increase Homelessness,https://www.burrardstreetjournal.com/mayor-robertson-proud-to-have-fulfilled-promises-to-end-housing-affordability-and-increase-homelessness/,2020-10-05T02:24:48+00:00
1,Rob Ford Announces Plans to Run for Conservative Leadership,https://www.burrardstreetjournal.com/rob-ford-announces-plans-to-run-for-conservative-leadership/,2020-08-04T00:40:45+00:00
1,Vancouver Residents Urged To ‘Remain Calm’ Amid Reports Of Mystery Liquid Falling From Sky,https://www.burrardstreetjournal.com/mystery-liquid-reportedly-falling-from-sky/,2020-07-01T03:06:10+00:00
1,Trump ‘Thankful’ For Russia’s Support In Inevitable War With Canada,https://www.burrardstreetjournal.com/trump-thankful-for-russias-support-in-inevitable-war-with-canada/,2020-03-30T18:50:52+00:00
1,Vancouver Steam Clock May Be Forced To Permanently Close Due To Covid-19,https://www.burrardstreetjournal.com/vancouver-steam-clock-closing-due-to-covid-19/,2020-03-21T00:34:57+00:00
1,Trump Mocks Biden Over Size Of Inauguration Crowd,https://www.burrardstreetjournal.com/trump-mocks-biden-inauguration-crowd/,2015-08-21T23:16:41+00:00
1,Donald Trump Jr. Tests Positive For Being A Dipshit,https://www.burrardstreetjournal.com/donald-trump-jr-tests-positive-for-being-a-dipshit/,2015-07-21T23:43:04+00:00
1,"Refusing To Concede, Kanye Demands Full Recount Of All 145 Million Votes",https://www.burrardstreetjournal.com/kanye-demands-recount/,2018-01-06T02:51:40+00:00
1,Trump Advised To Drink As Much Bleach As Possible,https://www.burrardstreetjournal.com/trump-advised-to-drink-as-much-bleach-as-possible/,2018-05-05T03:03:48+00:00
1,Man Utd Make Last-Minute Bid To Re-Sign Marouane Fellaini,https://www.burrardstreetjournal.com/manchester-united-re-sign-marouane-fellaini/,2017-09-05T03:32:13+00:00
1,"Phil Jones Shocked To Discover Football Has Returned, Claims Nobody Informed Him",https://www.burrardstreetjournal.com/phil-jones-shocked-to-discover-football-has-returned-claims-nobody-informed-him/,2015-08-24T01:41:29+00:00
1,Juventus Sign Cartoon Aardvark For £72.5 Million,https://www.burrardstreetjournal.com/juventus-sign-arthur/,2020-10-05T02:24:48+00:00
1,Respect. Lionel Messi Just Confirmed That All Barcelona Players Will Start Paying Taxes Due To Coronavirus,https://www.burrardstreetjournal.com/lionel-messi-paying-taxes-again-due-to-coronavirus/,2020-08-04T00:40:45+00:00
1,Football Manager Announces Coronavirus Update That Makes Game Unplayable Until April 30th,https://www.burrardstreetjournal.com/football-manager-coronavirus-update-announced/,2020-07-01T03:06:10+00:00
1,Pedro reveals reason for turning down Man Utd move: “I cannot compete with Ashley Young.”,https://www.burrardstreetjournal.com/pedro-reveals-reason-for-turning-down-man-utd-move-i-cannot-compete-with-ashley-young/,2020-03-30T18:50:52+00:00
1,Van Gaal accidentally announces Manchester United’s shocking new “surprise” striker.,https://www.burrardstreetjournal.com/van-gaal-accidentally-announces-manchester-uniteds-shocking-new-surprise-striker/,2021-01-20T15:48:36+00:00
1,Luis Suarez Claims Firmino Is ‘Completely Innocent’ Of Any Alleged Racism,https://www.burrardstreetjournal.com/luis-suarez-claims-firmino-is-completely-innocent-of-any-alleged-racism/,2020-11-23T14:37:58+00:00
1,Jack Rodwell Demands 50% Ownership In Sunderland To Tear Up Contract,https://www.burrardstreetjournal.com/jack-rodwell-demands-20-ownership-in-sunderland-to-tear-up-contract/,2020-11-08T20:32:13+00:00
1,In 2004 The Simpsons predicted the unknown JonJo Shelvey would sign for Newcastle Utd. What happened next will shock you.,https://www.burrardstreetjournal.com/2004-simpsons-predicted-unknown-jonjo-shelvy-sign-newcastle-utd-happened-next-will-shock/,2020-10-05T02:24:48+00:00
1,Man City Buy Parma’s Coppa Italia and UEFA Cup trophies: “It’s hardly our first time.”,https://www.burrardstreetjournal.com/man-city-buy-parmas-coppa-italia-and-uefa-cup-trophies-its-hardly-our-first-time/,2020-10-01T22:14:06+00:00
1,Man Utd Make Last-Minute Bid To Re-Sign Marouane Fellaini,https://www.burrardstreetjournal.com/manchester-united-re-sign-marouane-fellaini/,2020-08-04T00:40:45+00:00
1,"Phil Jones Shocked To Discover Football Has Returned, Claims Nobody Informed Him",https://www.burrardstreetjournal.com/phil-jones-shocked-to-discover-football-has-returned-claims-nobody-informed-him/,2020-07-11T12:54:16+00:00
1,Juventus Sign Cartoon Aardvark For £72.5 Million,https://www.burrardstreetjournal.com/juventus-sign-arthur/,2020-07-09T15:08:55+00:00
1,Respect. Lionel Messi Just Confirmed That All Barcelona Players Will Start Paying Taxes Due To Coronavirus,https://www.burrardstreetjournal.com/lionel-messi-paying-taxes-again-due-to-coronavirus/,2020-07-07T15:43:38+00:00
1,Trump Mocks Biden Over Size Of Inauguration Crowd,https://www.burrardstreetjournal.com/trump-mocks-biden-inauguration-crowd/,2020-07-01T03:06:10+00:00
1,Donald Trump Jr. Tests Positive For Being A Dipshit,https://www.burrardstreetjournal.com/donald-trump-jr-tests-positive-for-being-a-dipshit/,NaN
1,"Refusing To Concede, Kanye Demands Full Recount Of All 145 Million Votes",https://www.burrardstreetjournal.com/kanye-demands-recount/,NaN
1,Man Utd Make Last-Minute Bid To Re-Sign Marouane Fellaini,https://www.burrardstreetjournal.com/manchester-united-re-sign-marouane-fellaini/,NaN
1,Trump Advised To Drink As Much Bleach As Possible,https://www.burrardstreetjournal.com/trump-advised-to-drink-as-much-bleach-as-possible/,NaN
1,"Phil Jones Shocked To Discover Football Has Returned, Claims Nobody Informed Him",https://www.burrardstreetjournal.com/phil-jones-shocked-to-discover-football-has-returned-claims-nobody-informed-him/,NaN
1,Alex Jones ‘Seriously Considering’ Presidential Run Given Current Field,https://www.burrardstreetjournal.com/alex-jones-running-for-president/,NaN
1,"Satire Writer Struggling To Think Of Dumber Celebrity To Run For President Than Kanye, Trump",https://www.burrardstreetjournal.com/satire-writer-struggling-to-come-up-dumber-nam-than-kanye-trump/,NaN
1,Taiwan Officially Lists British Columbia As Province Of China,https://www.burrardstreetjournal.com/taiwan-officially-lists-british-columbia-as-province-of-china/,NaN
1,Juventus Sign Cartoon Aardvark For £72.5 Million,https://www.burrardstreetjournal.com/juventus-sign-arthur/,NaN
1,Controversial New Study Links Hydroxychloroquine With Increased Penis Size As Trump Triples Dosage,https://www.burrardstreetjournal.com/trump-hydroxychloroquine-dosage-tripled/,2020-05-21T14:20:30+00:00
1,Vancouver Steam Clock May Be Forced To Permanently Close Due To Covid-19,https://www.burrardstreetjournal.com/vancouver-steam-clock-closing-due-to-covid-19/,2020-05-18T13:26:33+00:00
1,Trump Insists Entire Presidency Has Been Sarcastic,https://www.burrardstreetjournal.com/trump-insists-entire-presidency-has-been-sarcastic/,2020-04-26T11:19:05+00:00
1,Respect. Lionel Messi Just Confirmed That All Barcelona Players Will Start Paying Taxes Due To Coronavirus,https://www.burrardstreetjournal.com/lionel-messi-paying-taxes-again-due-to-coronavirus/,2020-03-30T18:50:52+00:00
1,Football Manager Announces Coronavirus Update That Makes Game Unplayable Until April 30th,https://www.burrardstreetjournal.com/football-manager-coronavirus-update-announced/,2020-03-21T00:34:57+00:00
1,Trump Declares Hillary Clinton Is Coronavirus ‘Patient Zero’,https://www.burrardstreetjournal.com/trump-declares-hillary-clinton-is-coronavirus-patient-zero/,2020-03-06T14:53:21+00:00
1,Boris Johnson Praises Manchester City’s Dedication To Brexit,https://www.burrardstreetjournal.com/boris-johnson-praises-manchester-citys-dedication-to-brexit/,2020-02-14T16:16:33+00:00
1,Corona Offer $15 Million To Help Change Coronavirus Name To BudLightvirus,https://www.burrardstreetjournal.com/corona-offer-15-million-to-change-coronavirus-name-to-budlightvirus/,2020-01-30T12:43:24+00:00
1,Boris Johnson Elected UK’s Final Prime Minister,https://www.burrardstreetjournal.com/boris-johnson-elected-uks-final-prime-minister/,2019-12-14T19:01:00+00:00
1,Man Utd Receive Offer For Nemanja Matic From Unnamed North London Club,https://www.burrardstreetjournal.com/man-utd-receive-offer-for-nemanja-matic-from-unnamed-north-london-club/,2019-11-21T02:11:15+00:00
1,Canada Elects First Person Of Colour As PM,https://www.burrardstreetjournal.com/canada-elects-person-of-colour-as-pm/,2019-10-22T13:14:12+00:00
1,Trump Urges Canadians To Elect Scheer: ‘Only An American Can Run Your Country Right’,https://www.burrardstreetjournal.com/trump-scheer-endorsement/,2019-10-18T13:29:37+00:00
1,‘And I’m Phil Jones’ Whispers Phil Jones To Empty Spot Where Chris Smalling Used To Be,https://www.burrardstreetjournal.com/and-im-phil-jones-whispers-phil-jones-to-empty-spot-where-chris-smalling-used-to-be/,2019-09-01T08:42:50+00:00
1,Ronaldo And Messi Seen Leaving McDonalds At 3am,https://www.burrardstreetjournal.com/ronaldo-and-messi-dinner-in-mcdonalds/,2019-08-30T09:39:52+00:00
1,Boris Johnson Praises Manchester City’s Dedication To Brexit,https://www.burrardstreetjournal.com/boris-johnson-praises-manchester-citys-dedication-to-brexit/,2020-02-14T16:16:33+00:00
1,Corona Offer $15 Million To Help Change Coronavirus Name To BudLightvirus,https://www.burrardstreetjournal.com/corona-offer-15-million-to-change-coronavirus-name-to-budlightvirus/,2020-01-30T12:43:24+00:00
1,Boris Johnson Elected UK’s Final Prime Minister,https://www.burrardstreetjournal.com/boris-johnson-elected-uks-final-prime-minister/,2019-12-14T19:01:00+00:00
1,Man Utd Receive Offer For Nemanja Matic From Unnamed North London Club,https://www.burrardstreetjournal.com/man-utd-receive-offer-for-nemanja-matic-from-unnamed-north-london-club/,2019-11-21T02:11:15+00:00
1,Canada Elects First Person Of Colour As PM,https://www.burrardstreetjournal.com/canada-elects-person-of-colour-as-pm/,2019-10-22T13:14:12+00:00
1,Trump Urges Canadians To Elect Scheer: ‘Only An American Can Run Your Country Right’,https://www.burrardstreetjournal.com/trump-scheer-endorsement/,2019-10-18T13:29:37+00:00
1,‘And I’m Phil Jones’ Whispers Phil Jones To Empty Spot Where Chris Smalling Used To Be,https://www.burrardstreetjournal.com/and-im-phil-jones-whispers-phil-jones-to-empty-spot-where-chris-smalling-used-to-be/,2019-09-01T08:42:50+00:00
1,Ronaldo And Messi Seen Leaving McDonalds At 3am,https://www.burrardstreetjournal.com/ronaldo-and-messi-dinner-in-mcdonalds/,2019-08-30T09:39:52+00:00
1,Melania Trump Accidentally Signs Name ‘Melania Trudeau’,https://www.burrardstreetjournal.com/melania-trump-accidentally-signs-name-melania-trudeau/,2019-08-29T11:54:45+00:00
1,Trump Proposes Nuking Amazon Rainforest To Stop Fire Spreading,https://www.burrardstreetjournal.com/trump-nuking-rainforest-will-stop-fire-spreading/,2019-08-26T15:04:50+00:00
1,Justin Trudeau To Demand Andrew Scheer Kiss Him To Prove He’s Not Homophobic,https://www.burrardstreetjournal.com/justin-trudeau-to-demand-andrew-scheer-kiss-him-to-prove-hes-not-homophobic/,2019-08-24T13:11:45+00:00
1,Trump Asks Trudeau To Name His Price For Alberta,https://www.burrardstreetjournal.com/trump-asks-trudeau-to-name-his-price-for-alberta/,2019-08-21T10:28:48+00:00
1,Player With Own Trademarked Celebration Unsure If He Will Fit In At Manchester United,https://www.burrardstreetjournal.com/player-with-own-trademarked-celebration-unsure-if-he-will-fit-in-at-manchester-united/,2019-08-02T01:45:30+00:00
1,‘Why Am I Not Running For President?’ Wonders Jon Stewart Aloud For First Time,https://www.burrardstreetjournal.com/why-am-i-not-running-wonders-jon-stewart-running-for-president/,2019-07-29T13:48:09+00:00
1,Steve Bruce Sacked By Newcastle After ‘Terrible Run Of Result’,https://www.burrardstreetjournal.com/steve-bruce-sacked-by-newcastle-after-terrible-run-of-result/,2019-07-18T00:53:34+00:00
1,Trump Clarifies ‘Back Where They Came From’ Remark To Congresswomen By Insisting He Was Talking About The Kitchen,https://www.burrardstreetjournal.com/trump-clarifies-back-where-they-came-from-remark-to-congresswomen-insisting-he-was-talking-about-the-kitchen/,2019-07-15T13:36:50+00:00
1,Back To The Future Remake Confirmed On Back To The Future Day,https://www.burrardstreetjournal.com/back-to-the-future-remake/,2019-07-05T14:15:39+00:00
1,David Moyes Asks Man Utd If They’ll Be Needing Anything Else Before He Leaves,https://www.burrardstreetjournal.com/david-moyes-asks-man-utd-if-theyll-be-needing-anything-else-before-he-leaves/,2019-07-02T03:09:19+00:00
1,Trump Forced To Abandon Ireland Visit After Discovering Island Closed On Arrival,https://www.burrardstreetjournal.com/trump-ireland-visit-abandoned-after-island-closes-for-maintenance/,2019-06-05T02:08:03+00:00
1,De Ligt All But Confirms Man Utd Move By Liking Instagram Post Of Giant Pile Of Cash,https://www.burrardstreetjournal.com/latest-de-ligt-transfer-news-man-utd-move-close-afer-liking-instagram-post/,2019-06-01T02:12:03+00:00
1,David Bellion Interviewed For Man Utd Technical Director Role,https://www.burrardstreetjournal.com/david-bellion-interviewed-for-man-utd-technical-director-role/,2019-05-20T01:30:33+00:00
1,Grouse Grind Reopens Now With 75% More Steps,https://www.burrardstreetjournal.com/grouse-grind-reopens-now-with-75-more-steps/,2019-05-03T13:27:16+00:00
1,Fox News Viewers Stunned As Station Broadcasts Real News For April Fools,https://www.burrardstreetjournal.com/fox-news-real-news-for-april-fools/,2019-04-02T12:30:02+00:00
1,Trump Admits Entire Presidency Just One Big April Fools,https://www.burrardstreetjournal.com/trump-admits-entire-presidency-just-one-big-april-fools/,2019-04-01T11:27:06+00:00
1,Declan Rice Apologises For Singing ‘Come Out Ye Black And Tans’ During God Save The Queen,https://www.burrardstreetjournal.com/declan-rice-apologises-for-singing-come-out-ye-black-and-tans-during-god-save-the-queen/,2019-03-23T02:36:31+00:00
1,Raheem Sterling STEALS Match Ball After GUNNING Down INNOCENT Czechs In MAD Scoring SPREE,https://www.burrardstreetjournal.com/raheem-sterling-steals-match-ball-after-gunning-down-innocent-czechs-during-spree/,2019-03-22T14:02:11+00:00
1,Mike Pence Takes 4-Hour Shower After Meeting Irish PM And Boyfriend,https://www.burrardstreetjournal.com/mike-pence-takes-4-hour-shower-after-meeting-irish-pm-and-boyfriend/,2019-03-15T02:44:25+00:00
1,Ole Gunnar Solskjaer Offered New 25-Year Contract By Man Utd,https://www.burrardstreetjournal.com/ole-gunnar-solskjaer-new-deal-a-25-year-contact/,2019-03-07T02:47:59+00:00
1,Trump Ends North Korean Talks Early After Kim Suggests Burger King Is Better Than McDonalds,https://www.burrardstreetjournal.com/trump-ends-north-korean-talks-early-after-kim-suggests-burger-king-is-better-than-mcdonalds/,2019-02-28T14:23:15+00:00
1,BREAKING: Chelsea Recall 374 Players From Loan,https://www.burrardstreetjournal.com/chelsea-recall-players-from-loan/,2019-02-22T03:49:38+00:00
1,Man Utd Fans Ecstatic To Sign Player They First Heard Of Yesterday,https://www.burrardstreetjournal.com/man-utd-fans-delighted-to-sign-player-they-first-heard-of-yesterday/,2018-06-06T14:50:40+00:00
1,Nation Wonders How Much More Fucking Evidence Mueller Needs Exactly,https://www.burrardstreetjournal.com/nation-wonders-how-much-more-fucking-evidence-mueller-needs-exactly/,2018-06-05T09:52:21+00:00
1,Allardyce Seen Taking Spanish Lessons In Preparation For Madrid Offer,https://www.burrardstreetjournal.com/allardyce-real-madrid-move-imminent-as-sam-takes-spanish-lessons/,2018-06-02T06:44:42+00:00
1,Ted Cruz Slams Trump’s Trade Tariffs After Discovering Pornhub Is Canadian,https://www.burrardstreetjournal.com/ted-cruz-slams-trumps-trade-tariffs-after-discovering-pornhub-is-canadian/,2018-06-01T10:29:27+00:00
1,New Evidence Suggests Hitler Began Taking Ambien Around 1939,https://www.burrardstreetjournal.com/new-evidence-suggests-hitler-began-taking-ambien-around-1939/,2018-05-31T02:58:42+00:00
1,Image Of Trump Briefly Appears On FBI Most Wanted List,https://www.burrardstreetjournal.com/trump-fbi-most-wanted-list/,2018-05-07T23:10:20+00:00
1,Jack Rodwell Demands 50% Ownership In Sunderland To Tear Up Contract,https://www.burrardstreetjournal.com/jack-rodwell-demands-20-ownership-in-sunderland-to-tear-up-contract/,2018-05-05T03:03:48+00:00
1,Alan Pardew Turns Up For Work At WBA After Believing Sacking Was April Fools,https://www.burrardstreetjournal.com/alan-pardew-april-fools-west-brom/,2018-04-03T02:35:07+00:00
1,World’s Largest Marijuana Emporium Set To Replace Vancouver Art Gallery,https://www.burrardstreetjournal.com/state-run-marijuana-emporium-set-to-replace-vancouver-art-gallery/,2018-03-27T09:22:08+00:00
1,‘Stephen Hawking’s Death Has Stunned The Stable Genius Community’ Claims Trump,https://www.burrardstreetjournal.com/trump-says-stephen-hawkings-death-has-stunned-the-stable-genius-community/,2018-03-14T16:26:34+00:00
1,U.S. To Allow Unstable Dictator Meet With Kim Jong-Un,https://www.burrardstreetjournal.com/u-s-to-allow-unstable-dictator-meet-with-kim-jong-un/,2018-03-09T14:11:59+00:00
1,Trump Asks Former Presidents What They Did When They Were Sued By A Pornstar,https://www.burrardstreetjournal.com/trump-asks-former-presidents-sued-pornstar/,2018-03-08T14:26:29+00:00
1,Trump Tweets Nafta Criticisms To ‘Prime Minister’ Justin Bieber,https://www.burrardstreetjournal.com/trump-tweets-nafta-criticisms-to-prime-minister-justin-bieber/,2018-03-07T13:54:58+00:00
1,Canada To Formally Offer Asylum To Every American Child,https://www.burrardstreetjournal.com/canada-to-formally-offer-asylum-to-every-american-child/,2018-03-05T15:45:38+00:00
1,Nikki Haley Happy To Stay On As UN Ambassador For As Long As It Takes Kanye West To Learn The Ropes,https://www.burrardstreetjournal.com/nikki-haley-happy-to-show-kanye-west-un-ambassador-the-ropes/,2018-10-12T11:58:58+00:00
1,"Bert And Ernie ‘Just Fuck Buddies’, Confirms Sesame Street",https://www.burrardstreetjournal.com/bert-and-ernie-just-fuck-buddies-confirms-sesame-street/,2018-09-21T06:38:49+00:00
1,Hillary: ‘President Trump One Of The Dumbest We’ve Ever Seen From The Standpoint Of Intelligence’,https://www.burrardstreetjournal.com/hillary-president-trump-one-of-the-dumbest-weve-ever-seen-from-the-standpoint-of-intelligence/,2018-09-19T13:59:17+00:00
1,Trump Claims To Have Recording Of Obama Calling Him A Cracker,https://www.burrardstreetjournal.com/trump-claims-to-have-recording-of-obama-calling-him-a-cracker/,2018-08-20T14:02:06+00:00
1,Man Utd Announce Record Breaking Deal With New Sock Sponsor,https://www.burrardstreetjournal.com/man-utd-announce-record-breaking-deal-with-new-sock-sponsor/,2018-08-09T03:30:03+00:00
1,American Government Imposes Immediate Ban On 3D-Printed Straws,https://www.burrardstreetjournal.com/american-government-imposes-immediate-ban-on-3d-printed-straws/,2018-08-08T11:53:24+00:00
1,Trump Looking Forward To Knighthood From The Queen,https://www.burrardstreetjournal.com/trump-looking-forward-to-knighthood-from-the-queen/,2018-07-12T06:59:46+00:00
1,Trump Invites Thai Boys To White House; Boys Request To Return To Cave,https://www.burrardstreetjournal.com/trump-invites-thai-boys-to-white-house-boys-request-to-return-to-cave/,2018-07-11T13:29:53+00:00
1,England FA Looking To Send Irish Fans To Russia Instead Of Own,https://www.burrardstreetjournal.com/england-fa-looking-to-rent-irish-fans-to-send-to-russia-instead-of-english/,2018-06-13T13:46:18+00:00
1,Switzerland OUT of World Cup After Suffering Incredible Injury Crisis,https://www.burrardstreetjournal.com/switzerland-out-of-world-cup-after-suffering-incredible-injury-crisis/,2018-06-12T07:51:39+00:00
1,Football Manager 2018 Starting Budgets For Premier League teams,https://www.burrardstreetjournal.com/football-manager-2018-starting-budgets-premier-league-teams/,2017-12-01T16:16:46+00:00
1,Canadians Celebrate American Thanksgiving By Giving Thanks They’re Not American,https://www.burrardstreetjournal.com/canadians-celebrate-american-thanksgiving-by-giving-thanks-theyre-not-american/,2017-11-23T14:23:52+00:00
1,Samantha Mumba Announces New 2018 Tour Of Leitrim,https://www.burrardstreetjournal.com/samantha-mumba-new-tour-of-leitrim-confirmed/,2017-11-22T02:00:15+00:00
1,And I Would Have Gotten Away With It Too If It Wasn’t For Those Sexy Kids,https://www.burrardstreetjournal.com/and-i-would-have-gotten-away-with-it-too/,2017-11-20T13:59:30+00:00
1,Football Fans Wonder If There Are Any Good Guys Left After Blatter Accusation,https://www.burrardstreetjournal.com/fans-wonder-good-guys-left-football-after-blatter-accusation/,2017-11-11T02:47:04+00:00
1,Trump Urges Kevin Spacey To Consider Career In Politics,https://www.burrardstreetjournal.com/trump-urges-kevin-spacey-consider-career-politics/,2017-11-06T01:09:17+00:00
1,President Trump Alleges He Was Sexually Assaulted By Hillary Clinton,https://www.burrardstreetjournal.com/trump-alleges-sexual-assault-by-hillary/,2017-11-05T14:05:04+00:00
1,Adam Johnson: ‘Freddy Adu Peaked At 15’,https://www.burrardstreetjournal.com/adam-johnson-freddy-adu-peaked-15/,2017-11-02T18:45:10+00:00
1,Middle Lane Of Lions Gate Bridge Closing To Make Way For New Bike Lane,https://www.burrardstreetjournal.com/middle-lane-of-lions-gate-bridge-replace-with-new-bike-path/,2017-11-01T15:01:38+00:00
1,Football Manager 2018 Wonderkids – The Definitive List,https://www.burrardstreetjournal.com/football-manager-2018-wonderkids-the-definitive-list/,2017-11-01T12:48:28+00:00
1,Sad: Winston Bogarde Collects His Final Chelsea Paycheck,https://www.burrardstreetjournal.com/winston-bogarde-picks-up-his-final-chelsea-paycheck/,2017-10-25T00:30:55+00:00
1,Hollywood Releases Shorter List of Women Not Sexually Assaulted by Harvey Weinstein,https://www.burrardstreetjournal.com/hollywood-releases-shorter-list-women-not-assaulted-harvey-weinstein/,2017-10-17T15:04:36+00:00
1,Mass Panic In Ireland As Trump Promises To Visit In Wake Of Hurricane Ophelia,https://www.burrardstreetjournal.com/trump-ireland-visit-promise-causes-mass-panic/,2017-10-15T12:10:48+00:00
